kepid,kepoi_name,koi_disposition,koi_score,koi_period,koi_prad,koi_teq,koi_insol,koi_steff,koi_srad,koi_slogg,koi_kepmag
9665922,K02815.01,0,0.0,0.9342834249722676,0.44468582126144574,7.259819610363186,6.872677173369273,5782.0,0.5692831933375594,4.594,13.529
11283615,K02816.01,2,1.0,0.8283728404153223,0.8671004876833833,7.278628942320682,6.948157985613509,5467.0,0.5922212619699848,4.578,15.471
7605093,K02817.01,2,1.0,0.4910328336454258,0.8544153281560676,7.44716835960004,7.616362337404126,5226.0,0.5596157879354227,4.606,15.76
3859363,K02887.01,0,0.001,0.9433572970907986,3.1949928844048685,7.434847875211999,7.5685238854780605,6248.0,0.6941466808930289,4.442,15.105
8077137,K00274.02,2,1.0,3.169812681843431,0.8285518175661483,6.738152494595957,4.792479284293085,6063.0,0.9604989865384754,4.061,11.39
6364162,K02889.01,0,0.0,1.8315642601721251,3.25848107946056,7.047517221357296,6.022430126364862,6197.0,0.7207623475929187,4.406,15.163
7463685,K02890.01,2,0.998,2.301410525459594,0.8712933659434193,6.762729506931879,4.889747443486393,5984.0,0.6450068052320104,4.521,15.257
8326342,K02680.01,1,0.0,2.7348805920558874,3.1945831322991562,6.437751649736401,3.60576954739093,5440.0,0.5469646703818639,4.617,14.599
6878240,K02681.01,2,1.0,4.916308684827806,1.9473377010464987,5.69035945432406,1.0296194171811581,5307.0,0.5636078092049601,4.572,15.996
6878240,K02681.02,2,0.96,3.146341729213143,1.1216775615991057,6.29156913955832,3.044998514856909,5307.0,0.5636078092049601,4.572,15.996
6614629,K02737.01,0,0.0,0.4230529656572272,0.9001613499442714,7.992944547318106,9.806608743075346,5718.0,1.0409831758314734,3.966,12.428
6630943,K02738.01,0,0.0,0.5249686149049384,0.712949807856125,7.4570320891223805,7.664032176280588,5204.0,0.5799784824543073,4.515,14.606
4831728,K02739.01,2,1.0,2.407641972659129,1.091923300517313,6.779921907472252,4.954064942607862,5480.0,0.7765687886990177,4.26,15.017
4831728,K02739.02,1,0.899,2.0913255833916464,0.7884573603642702,6.897704943128636,5.423759882238551,5480.0,0.7765687886990177,4.26,15.017
3336765,K02740.01,0,0.0,1.0455128227308057,0.6780335427498971,7.379008127628304,7.345919883253317,6143.0,0.6951451832226183,4.403,13.617
4270565,K02819.01,0,0.003,2.945053337777957,1.1052568313867783,6.54534966033442,4.026600910135581,6003.0,0.6585557357903263,4.507,15.154
6528464,K00270.02,2,0.797,3.545955707675243,1.0508216248317612,6.495265555937008,3.830596006732417,5587.0,0.8850064418343887,4.091,11.411
11963206,K02820.01,2,1.0,1.3885729905708477,0.7975071958841881,7.071573364211532,6.116487974419859,5713.0,0.6381628722271858,4.541,15.273
4249611,K02821.01,1,0.983,4.385084892183454,1.4655675420143985,6.003887067106539,1.9919755158985601,5648.0,0.6507614640635074,4.464,15.302
8263545,K02822.01,2,0.999,1.6948621285500103,1.0784095813505903,6.96979066990159,5.715711045521475,5918.0,0.6232610530957788,4.544,15.391
10068024,K02891.01,0,0.0,1.106291525707264,0.6523251860396903,7.382746449738912,7.367550731635349,6349.0,0.7222204280456523,4.422,13.126
9636563,K02892.01,0,0.0,2.4541119083548417,0.8586616190375187,6.591673732008658,4.212127597878484,5546.0,0.5933268452777344,4.575,15.091
